,sheet,row_id,code,pathogen,activity,item,item_value,timestamp
2119,73-78,6,I76IK_286P1,Staphylococcus aureus 4591,gentamicin,1,-,2025-12-20_22:00:59
2120,73-78,7,I76IK_286P1,Enterococcus faecium 419/ANA ,MIC,1,None,2025-12-20_22:00:59
2121,73-78,7,I76IK_286P1,Enterococcus faecium 419/ANA ,MIC,2,None,2025-12-20_22:00:59
2122,73-78,7,I76IK_286P1,Enterococcus faecium 419/ANA ,MIC,3,None,2025-12-20_22:00:59
2123,73-78,7,I76IK_286P1,Enterococcus faecium 419/ANA ,MBC,1,None,2025-12-20_22:00:59
2124,73-78,7,I76IK_286P1,Enterococcus faecium 419/ANA ,MBC,2,None,2025-12-20_22:00:59
2125,73-78,7,I76IK_286P1,Enterococcus faecium 419/ANA ,MBC,3,None,2025-12-20_22:00:59
2126,73-78,7,I76IK_286P1,Enterococcus faecium 419/ANA ,MICb,1,-,2025-12-20_22:00:59
2127,73-78,7,I76IK_286P1,Enterococcus faecium 419/ANA ,MICb,2,-,2025-12-20_22:00:59
2128,73-78,7,I76IK_286P1,Enterococcus faecium 419/ANA ,MICb,3,-,2025-12-20_22:00:59
2129,73-78,7,I76IK_286P1,Enterococcus faecium 419/ANA ,gentamicin,1,-,2025-12-20_22:00:59
2130,73-78,8,I76IK_286P1,Escherichia coli CE5556 ,MIC,1,None,2025-12-20_22:00:59
2131,73-78,8,I76IK_286P1,Escherichia coli CE5556 ,MIC,2,None,2025-12-20_22:00:59
2132,73-78,8,I76IK_286P1,Escherichia coli CE5556 ,MIC,3,None,2025-12-20_22:00:59
2133,73-78,8,I76IK_286P1,Escherichia coli CE5556 ,MBC,1,None,2025-12-20_22:00:59
2134,73-78,8,I76IK_286P1,Escherichia coli CE5556 ,MBC,2,None,2025-12-20_22:00:59
2135,73-78,8,I76IK_286P1,Escherichia coli CE5556 ,MBC,3,None,2025-12-20_22:00:59
2136,73-78,8,I76IK_286P1,Escherichia coli CE5556 ,MICb,1,-,2025-12-20_22:00:59
2137,73-78,8,I76IK_286P1,Escherichia coli CE5556 ,MICb,2,-,2025-12-20_22:00:59
2138,73-78,8,I76IK_286P1,Escherichia coli CE5556 ,MICb,3,-,2025-12-20_22:00:59
2139,73-78,8,I76IK_286P1,Escherichia coli CE5556 ,gentamicin,1,-,2025-12-20_22:00:59
2140,73-78,9,I76IK_286P1,Escherichia coli 20574/C,MIC,1,None,2025-12-20_22:00:59
2141,73-78,9,I76IK_286P1,Escherichia coli 20574/C,MIC,2,None,2025-12-20_22:00:59
2142,73-78,9,I76IK_286P1,Escherichia coli 20574/C,MIC,3,None,2025-12-20_22:00:59
2143,73-78,9,I76IK_286P1,Escherichia coli 20574/C,MBC,1,None,2025-12-20_22:00:59
2144,73-78,9,I76IK_286P1,Escherichia coli 20574/C,MBC,2,None,2025-12-20_22:00:59
2145,73-78,9,I76IK_286P1,Escherichia coli 20574/C,MBC,3,None,2025-12-20_22:00:59
2146,73-78,9,I76IK_286P1,Escherichia coli 20574/C,MICb,1,-,2025-12-20_22:00:59
2147,73-78,9,I76IK_286P1,Escherichia coli 20574/C,MICb,2,-,2025-12-20_22:00:59
2148,73-78,9,I76IK_286P1,Escherichia coli 20574/C,MICb,3,-,2025-12-20_22:00:59
2149,73-78,9,I76IK_286P1,Escherichia coli 20574/C,gentamicin,1,-,2025-12-20_22:00:59
2150,73-78,10,I76IK_286P1,Pseudomonas aeruginosa R,MIC,1,None,2025-12-20_22:00:59
2151,73-78,10,I76IK_286P1,Pseudomonas aeruginosa R,MIC,2,None,2025-12-20_22:00:59
2152,73-78,10,I76IK_286P1,Pseudomonas aeruginosa R,MIC,3,None,2025-12-20_22:00:59
2153,73-78,10,I76IK_286P1,Pseudomonas aeruginosa R,MBC,1,None,2025-12-20_22:00:59
2154,73-78,10,I76IK_286P1,Pseudomonas aeruginosa R,MBC,2,None,2025-12-20_22:00:59
2155,73-78,10,I76IK_286P1,Pseudomonas aeruginosa R,MBC,3,None,2025-12-20_22:00:59
2156,73-78,10,I76IK_286P1,Pseudomonas aeruginosa R,MICb,1,-,2025-12-20_22:00:59
2157,73-78,10,I76IK_286P1,Pseudomonas aeruginosa R,MICb,2,-,2025-12-20_22:00:59
2158,73-78,10,I76IK_286P1,Pseudomonas aeruginosa R,MICb,3,-,2025-12-20_22:00:59
2159,73-78,10,I76IK_286P1,Pseudomonas aeruginosa R,gentamicin,1,-,2025-12-20_22:00:59
2160,73-78,11,I76IK_286P1,Proteus mirabilis 16585/B,MIC,1,None,2025-12-20_22:00:59
2161,73-78,11,I76IK_286P1,Proteus mirabilis 16585/B,MIC,2,None,2025-12-20_22:00:59
2162,73-78,11,I76IK_286P1,Proteus mirabilis 16585/B,MIC,3,None,2025-12-20_22:00:59
2163,73-78,11,I76IK_286P1,Proteus mirabilis 16585/B,MBC,1,None,2025-12-20_22:00:59
2164,73-78,11,I76IK_286P1,Proteus mirabilis 16585/B,MBC,2,None,2025-12-20_22:00:59
2165,73-78,11,I76IK_286P1,Proteus mirabilis 16585/B,MBC,3,None,2025-12-20_22:00:59
2166,73-78,11,I76IK_286P1,Proteus mirabilis 16585/B,MICb,1,-,2025-12-20_22:00:59
2167,73-78,11,I76IK_286P1,Proteus mirabilis 16585/B,MICb,2,-,2025-12-20_22:00:59
2168,73-78,11,I76IK_286P1,Proteus mirabilis 16585/B,MICb,3,-,2025-12-20_22:00:59
2169,73-78,11,I76IK_286P1,Proteus mirabilis 16585/B,gentamicin,1,-,2025-12-20_22:00:59
2170,73-78,12,I76IK_286P1,Escherichia coli NCTC 13846 = CCM 8874 (COL R),MIC,1,None,2025-12-20_22:00:59
2171,73-78,12,I76IK_286P1,Escherichia coli NCTC 13846 = CCM 8874 (COL R),MIC,2,None,2025-12-20_22:00:59
2172,73-78,12,I76IK_286P1,Escherichia coli NCTC 13846 = CCM 8874 (COL R),MIC,3,None,2025-12-20_22:00:59
2173,73-78,12,I76IK_286P1,Escherichia coli NCTC 13846 = CCM 8874 (COL R),MBC,1,None,2025-12-20_22:00:59
2174,73-78,12,I76IK_286P1,Escherichia coli NCTC 13846 = CCM 8874 (COL R),MBC,2,None,2025-12-20_22:00:59
2175,73-78,12,I76IK_286P1,Escherichia coli NCTC 13846 = CCM 8874 (COL R),MBC,3,None,2025-12-20_22:00:59
2176,73-78,12,I76IK_286P1,Escherichia coli NCTC 13846 = CCM 8874 (COL R),MICb,1,-,2025-12-20_22:00:59
2177,73-78,12,I76IK_286P1,Escherichia coli NCTC 13846 = CCM 8874 (COL R),MICb,2,-,2025-12-20_22:00:59
2178,73-78,12,I76IK_286P1,Escherichia coli NCTC 13846 = CCM 8874 (COL R),MICb,3,-,2025-12-20_22:00:59
2179,73-78,12,I76IK_286P1,Escherichia coli NCTC 13846 = CCM 8874 (COL R),gentamicin,1,-,2025-12-20_22:00:59
2180,73-78,13,I76IK_286P1,Klebsiella pneumoniae NCTC 13438 (KPC-3),MIC,1,None,2025-12-20_22:00:59
2181,73-78,13,I76IK_286P1,Klebsiella pneumoniae NCTC 13438 (KPC-3),MIC,2,None,2025-12-20_22:00:59
2182,73-78,13,I76IK_286P1,Klebsiella pneumoniae NCTC 13438 (KPC-3),MIC,3,None,2025-12-20_22:00:59
2183,73-78,13,I76IK_286P1,Klebsiella pneumoniae NCTC 13438 (KPC-3),MBC,1,None,2025-12-20_22:00:59
2184,73-78,13,I76IK_286P1,Klebsiella pneumoniae NCTC 13438 (KPC-3),MBC,2,None,2025-12-20_22:00:59
2185,73-78,13,I76IK_286P1,Klebsiella pneumoniae NCTC 13438 (KPC-3),MBC,3,None,2025-12-20_22:00:59
2186,73-78,13,I76IK_286P1,Klebsiella pneumoniae NCTC 13438 (KPC-3),MICb,1,-,2025-12-20_22:00:59
2187,73-78,13,I76IK_286P1,Klebsiella pneumoniae NCTC 13438 (KPC-3),MICb,2,-,2025-12-20_22:00:59
2188,73-78,13,I76IK_286P1,Klebsiella pneumoniae NCTC 13438 (KPC-3),MICb,3,-,2025-12-20_22:00:59
2189,73-78,13,I76IK_286P1,Klebsiella pneumoniae NCTC 13438 (KPC-3),gentamicin,1,-,2025-12-20_22:00:59
2190,73-78,14,I76IK_286P1,Klebsiella pneumoniae NCTC 13443 (NDM-1),MIC,1,None,2025-12-20_22:00:59
2191,73-78,14,I76IK_286P1,Klebsiella pneumoniae NCTC 13443 (NDM-1),MIC,2,None,2025-12-20_22:00:59
2192,73-78,14,I76IK_286P1,Klebsiella pneumoniae NCTC 13443 (NDM-1),MIC,3,None,2025-12-20_22:00:59
2193,73-78,14,I76IK_286P1,Klebsiella pneumoniae NCTC 13443 (NDM-1),MBC,1,None,2025-12-20_22:00:59
2194,73-78,14,I76IK_286P1,Klebsiella pneumoniae NCTC 13443 (NDM-1),MBC,2,None,2025-12-20_22:00:59
2195,73-78,14,I76IK_286P1,Klebsiella pneumoniae NCTC 13443 (NDM-1),MBC,3,None,2025-12-20_22:00:59
2196,73-78,14,I76IK_286P1,Klebsiella pneumoniae NCTC 13443 (NDM-1),MICb,1,-,2025-12-20_22:00:59
2197,73-78,14,I76IK_286P1,Klebsiella pneumoniae NCTC 13443 (NDM-1),MICb,2,-,2025-12-20_22:00:59
2198,73-78,14,I76IK_286P1,Klebsiella pneumoniae NCTC 13443 (NDM-1),MICb,3,-,2025-12-20_22:00:59
2199,73-78,14,I76IK_286P1,Klebsiella pneumoniae NCTC 13443 (NDM-1),gentamicin,1,-,2025-12-20_22:00:59
2200,73-78,15,I76IK_286P1,Acinetobacter baumannii NCTC 13301 (OXA-23 + OXA-51-like),MIC,1,None,2025-12-20_22:00:59
2201,73-78,15,I76IK_286P1,Acinetobacter baumannii NCTC 13301 (OXA-23 + OXA-51-like),MIC,2,None,2025-12-20_22:00:59
2202,73-78,15,I76IK_286P1,Acinetobacter baumannii NCTC 13301 (OXA-23 + OXA-51-like),MIC,3,None,2025-12-20_22:00:59
2203,73-78,15,I76IK_286P1,Acinetobacter baumannii NCTC 13301 (OXA-23 + OXA-51-like),MBC,1,None,2025-12-20_22:00:59
2204,73-78,15,I76IK_286P1,Acinetobacter baumannii NCTC 13301 (OXA-23 + OXA-51-like),MBC,2,None,2025-12-20_22:00:59
2205,73-78,15,I76IK_286P1,Acinetobacter baumannii NCTC 13301 (OXA-23 + OXA-51-like),MBC,3,None,2025-12-20_22:00:59
2206,73-78,15,I76IK_286P1,Acinetobacter baumannii NCTC 13301 (OXA-23 + OXA-51-like),MICb,1,-,2025-12-20_22:00:59
2207,73-78,15,I76IK_286P1,Acinetobacter baumannii NCTC 13301 (OXA-23 + OXA-51-like),MICb,2,-,2025-12-20_22:00:59
2208,73-78,15,I76IK_286P1,Acinetobacter baumannii NCTC 13301 (OXA-23 + OXA-51-like),MICb,3,-,2025-12-20_22:00:59
2209,73-78,15,I76IK_286P1,Acinetobacter baumannii NCTC 13301 (OXA-23 + OXA-51-like),gentamicin,1,-,2025-12-20_22:00:59
2210,73-78,16,I76IK_286P1,Candida albicans ATCC 90028 = CCM 8161,MIC,1,None,2025-12-20_22:00:59
2211,73-78,16,I76IK_286P1,Candida albicans ATCC 90028 = CCM 8161,MIC,2,None,2025-12-20_22:00:59
2212,73-78,16,I76IK_286P1,Candida albicans ATCC 90028 = CCM 8161,MIC,3,None,2025-12-20_22:00:59
2213,73-78,16,I76IK_286P1,Candida albicans ATCC 90028 = CCM 8161,MBC,1,None,2025-12-20_22:00:59
2214,73-78,16,I76IK_286P1,Candida albicans ATCC 90028 = CCM 8161,MBC,2,None,2025-12-20_22:00:59
2215,73-78,16,I76IK_286P1,Candida albicans ATCC 90028 = CCM 8161,MBC,3,None,2025-12-20_22:00:59
2216,73-78,16,I76IK_286P1,Candida albicans ATCC 90028 = CCM 8161,MICb,1,-,2025-12-20_22:00:59
2217,73-78,16,I76IK_286P1,Candida albicans ATCC 90028 = CCM 8161,MICb,2,-,2025-12-20_22:00:59
2218,73-78,16,I76IK_286P1,Candida albicans ATCC 90028 = CCM 8161,MICb,3,-,2025-12-20_22:00:59
2219,73-78,16,I76IK_286P1,Candida albicans ATCC 90028 = CCM 8161,gentamicin,1,-,2025-12-20_22:00:59
2220,73-78,1,I76IK_316P1,Staphylococcus aureus ATCC 29213 = CCM 4223,MIC,1,None,2025-12-20_22:00:59
2221,73-78,1,I76IK_316P1,Staphylococcus aureus ATCC 29213 = CCM 4223,MIC,2,None,2025-12-20_22:00:59
2222,73-78,1,I76IK_316P1,Staphylococcus aureus ATCC 29213 = CCM 4223,MIC,3,None,2025-12-20_22:00:59
2223,73-78,1,I76IK_316P1,Staphylococcus aureus ATCC 29213 = CCM 4223,MBC,1,None,2025-12-20_22:00:59
2224,73-78,1,I76IK_316P1,Staphylococcus aureus ATCC 29213 = CCM 4223,MBC,2,None,2025-12-20_22:00:59
2225,73-78,1,I76IK_316P1,Staphylococcus aureus ATCC 29213 = CCM 4223,MBC,3,None,2025-12-20_22:00:59
2226,73-78,1,I76IK_316P1,Staphylococcus aureus ATCC 29213 = CCM 4223,MICb,1,None,2025-12-20_22:00:59
2227,73-78,1,I76IK_316P1,Staphylococcus aureus ATCC 29213 = CCM 4223,MICb,2,None,2025-12-20_22:00:59
2228,73-78,1,I76IK_316P1,Staphylococcus aureus ATCC 29213 = CCM 4223,MICb,3,None,2025-12-20_22:00:59
2229,73-78,1,I76IK_316P1,Staphylococcus aureus ATCC 29213 = CCM 4223,gentamicin,1,0.5,2025-12-20_22:00:59
2230,73-78,2,I76IK_316P1,Enterococcus faecalis ATCC 29212 = CCM 4224,MIC,1,None,2025-12-20_22:00:59
2231,73-78,2,I76IK_316P1,Enterococcus faecalis ATCC 29212 = CCM 4224,MIC,2,None,2025-12-20_22:00:59
2232,73-78,2,I76IK_316P1,Enterococcus faecalis ATCC 29212 = CCM 4224,MIC,3,None,2025-12-20_22:00:59
2233,73-78,2,I76IK_316P1,Enterococcus faecalis ATCC 29212 = CCM 4224,MBC,1,None,2025-12-20_22:00:59
2234,73-78,2,I76IK_316P1,Enterococcus faecalis ATCC 29212 = CCM 4224,MBC,2,None,2025-12-20_22:00:59
2235,73-78,2,I76IK_316P1,Enterococcus faecalis ATCC 29212 = CCM 4224,MBC,3,None,2025-12-20_22:00:59
2236,73-78,2,I76IK_316P1,Enterococcus faecalis ATCC 29212 = CCM 4224,MICb,1,None,2025-12-20_22:00:59
2237,73-78,2,I76IK_316P1,Enterococcus faecalis ATCC 29212 = CCM 4224,MICb,2,None,2025-12-20_22:00:59
2238,73-78,2,I76IK_316P1,Enterococcus faecalis ATCC 29212 = CCM 4224,MICb,3,None,2025-12-20_22:00:59
2239,73-78,2,I76IK_316P1,Enterococcus faecalis ATCC 29212 = CCM 4224,gentamicin,1,1,2025-12-20_22:00:59
2240,73-78,3,I76IK_316P1,Escherichia coli ATCC 25922 = CCM 3954,MIC,1,None,2025-12-20_22:00:59
2241,73-78,3,I76IK_316P1,Escherichia coli ATCC 25922 = CCM 3954,MIC,2,None,2025-12-20_22:00:59
2242,73-78,3,I76IK_316P1,Escherichia coli ATCC 25922 = CCM 3954,MIC,3,None,2025-12-20_22:00:59
2243,73-78,3,I76IK_316P1,Escherichia coli ATCC 25922 = CCM 3954,MBC,1,None,2025-12-20_22:00:59
2244,73-78,3,I76IK_316P1,Escherichia coli ATCC 25922 = CCM 3954,MBC,2,None,2025-12-20_22:00:59
2245,73-78,3,I76IK_316P1,Escherichia coli ATCC 25922 = CCM 3954,MBC,3,None,2025-12-20_22:00:59
2246,73-78,3,I76IK_316P1,Escherichia coli ATCC 25922 = CCM 3954,MICb,1,None,2025-12-20_22:00:59
2247,73-78,3,I76IK_316P1,Escherichia coli ATCC 25922 = CCM 3954,MICb,2,None,2025-12-20_22:00:59
2248,73-78,3,I76IK_316P1,Escherichia coli ATCC 25922 = CCM 3954,MICb,3,None,2025-12-20_22:00:59
2249,73-78,3,I76IK_316P1,Escherichia coli ATCC 25922 = CCM 3954,gentamicin,1,-,2025-12-20_22:00:59
2250,73-78,4,I76IK_316P1,Pseudomonas aeruginosa ATCC 27853 = CCM 3955,MIC,1,None,2025-12-20_22:00:59
2251,73-78,4,I76IK_316P1,Pseudomonas aeruginosa ATCC 27853 = CCM 3955,MIC,2,None,2025-12-20_22:00:59
2252,73-78,4,I76IK_316P1,Pseudomonas aeruginosa ATCC 27853 = CCM 3955,MIC,3,None,2025-12-20_22:00:59
2253,73-78,4,I76IK_316P1,Pseudomonas aeruginosa ATCC 27853 = CCM 3955,MBC,1,None,2025-12-20_22:00:59
2254,73-78,4,I76IK_316P1,Pseudomonas aeruginosa ATCC 27853 = CCM 3955,MBC,2,None,2025-12-20_22:00:59
2255,73-78,4,I76IK_316P1,Pseudomonas aeruginosa ATCC 27853 = CCM 3955,MBC,3,None,2025-12-20_22:00:59
2256,73-78,4,I76IK_316P1,Pseudomonas aeruginosa ATCC 27853 = CCM 3955,MICb,1,None,2025-12-20_22:00:59
2257,73-78,4,I76IK_316P1,Pseudomonas aeruginosa ATCC 27853 = CCM 3955,MICb,2,None,2025-12-20_22:00:59
2258,73-78,4,I76IK_316P1,Pseudomonas aeruginosa ATCC 27853 = CCM 3955,MICb,3,None,2025-12-20_22:00:59
2259,73-78,4,I76IK_316P1,Pseudomonas aeruginosa ATCC 27853 = CCM 3955,gentamicin,1,-,2025-12-20_22:00:59
2260,73-78,5,I76IK_316P1,Staphylococcus epidermidis CCM 7221,MIC,1,None,2025-12-20_22:00:59
2261,73-78,5,I76IK_316P1,Staphylococcus epidermidis CCM 7221,MIC,2,None,2025-12-20_22:00:59
2262,73-78,5,I76IK_316P1,Staphylococcus epidermidis CCM 7221,MIC,3,None,2025-12-20_22:00:59
2263,73-78,5,I76IK_316P1,Staphylococcus epidermidis CCM 7221,MBC,1,None,2025-12-20_22:00:59
2264,73-78,5,I76IK_316P1,Staphylococcus epidermidis CCM 7221,MBC,2,None,2025-12-20_22:00:59
2265,73-78,5,I76IK_316P1,Staphylococcus epidermidis CCM 7221,MBC,3,None,2025-12-20_22:00:59
2266,73-78,5,I76IK_316P1,Staphylococcus epidermidis CCM 7221,MICb,1,-,2025-12-20_22:00:59
2267,73-78,5,I76IK_316P1,Staphylococcus epidermidis CCM 7221,MICb,2,-,2025-12-20_22:00:59
2268,73-78,5,I76IK_316P1,Staphylococcus epidermidis CCM 7221,MICb,3,-,2025-12-20_22:00:59
2269,73-78,5,I76IK_316P1,Staphylococcus epidermidis CCM 7221,gentamicin,1,-,2025-12-20_22:00:59
2270,73-78,6,I76IK_316P1,Staphylococcus aureus 4591,MIC,1,None,2025-12-20_22:00:59
2271,73-78,6,I76IK_316P1,Staphylococcus aureus 4591,MIC,2,None,2025-12-20_22:00:59
2272,73-78,6,I76IK_316P1,Staphylococcus aureus 4591,MIC,3,None,2025-12-20_22:00:59
2273,73-78,6,I76IK_316P1,Staphylococcus aureus 4591,MBC,1,None,2025-12-20_22:00:59
2274,73-78,6,I76IK_316P1,Staphylococcus aureus 4591,MBC,2,None,2025-12-20_22:00:59
2275,73-78,6,I76IK_316P1,Staphylococcus aureus 4591,MBC,3,None,2025-12-20_22:00:59
2276,73-78,6,I76IK_316P1,Staphylococcus aureus 4591,MICb,1,-,2025-12-20_22:00:59
2277,73-78,6,I76IK_316P1,Staphylococcus aureus 4591,MICb,2,-,2025-12-20_22:00:59
2278,73-78,6,I76IK_316P1,Staphylococcus aureus 4591,MICb,3,-,2025-12-20_22:00:59
2279,73-78,6,I76IK_316P1,Staphylococcus aureus 4591,gentamicin,1,-,2025-12-20_22:00:59
2280,73-78,7,I76IK_316P1,Enterococcus faecium 419/ANA ,MIC,1,None,2025-12-20_22:00:59
2281,73-78,7,I76IK_316P1,Enterococcus faecium 419/ANA ,MIC,2,None,2025-12-20_22:00:59
2282,73-78,7,I76IK_316P1,Enterococcus faecium 419/ANA ,MIC,3,None,2025-12-20_22:00:59
2283,73-78,7,I76IK_316P1,Enterococcus faecium 419/ANA ,MBC,1,None,2025-12-20_22:00:59
2284,73-78,7,I76IK_316P1,Enterococcus faecium 419/ANA ,MBC,2,None,2025-12-20_22:00:59
2285,73-78,7,I76IK_316P1,Enterococcus faecium 419/ANA ,MBC,3,None,2025-12-20_22:00:59
2286,73-78,7,I76IK_316P1,Enterococcus faecium 419/ANA ,MICb,1,-,2025-12-20_22:00:59
2287,73-78,7,I76IK_316P1,Enterococcus faecium 419/ANA ,MICb,2,-,2025-12-20_22:00:59
2288,73-78,7,I76IK_316P1,Enterococcus faecium 419/ANA ,MICb,3,-,2025-12-20_22:00:59
2289,73-78,7,I76IK_316P1,Enterococcus faecium 419/ANA ,gentamicin,1,-,2025-12-20_22:00:59
2290,73-78,8,I76IK_316P1,Escherichia coli CE5556 ,MIC,1,None,2025-12-20_22:00:59
2291,73-78,8,I76IK_316P1,Escherichia coli CE5556 ,MIC,2,None,2025-12-20_22:00:59
2292,73-78,8,I76IK_316P1,Escherichia coli CE5556 ,MIC,3,None,2025-12-20_22:00:59
2293,73-78,8,I76IK_316P1,Escherichia coli CE5556 ,MBC,1,None,2025-12-20_22:00:59
2294,73-78,8,I76IK_316P1,Escherichia coli CE5556 ,MBC,2,None,2025-12-20_22:00:59
2295,73-78,8,I76IK_316P1,Escherichia coli CE5556 ,MBC,3,None,2025-12-20_22:00:59
2296,73-78,8,I76IK_316P1,Escherichia coli CE5556 ,MICb,1,-,2025-12-20_22:00:59
2297,73-78,8,I76IK_316P1,Escherichia coli CE5556 ,MICb,2,-,2025-12-20_22:00:59
2298,73-78,8,I76IK_316P1,Escherichia coli CE5556 ,MICb,3,-,2025-12-20_22:00:59
2299,73-78,8,I76IK_316P1,Escherichia coli CE5556 ,gentamicin,1,-,2025-12-20_22:00:59
2300,73-78,9,I76IK_316P1,Escherichia coli 20574/C,MIC,1,None,2025-12-20_22:00:59
2301,73-78,9,I76IK_316P1,Escherichia coli 20574/C,MIC,2,None,2025-12-20_22:00:59
2302,73-78,9,I76IK_316P1,Escherichia coli 20574/C,MIC,3,None,2025-12-20_22:00:59
2303,73-78,9,I76IK_316P1,Escherichia coli 20574/C,MBC,1,None,2025-12-20_22:00:59
2304,73-78,9,I76IK_316P1,Escherichia coli 20574/C,MBC,2,None,2025-12-20_22:00:59
2305,73-78,9,I76IK_316P1,Escherichia coli 20574/C,MBC,3,None,2025-12-20_22:00:59
2306,73-78,9,I76IK_316P1,Escherichia coli 20574/C,MICb,1,-,2025-12-20_22:00:59
2307,73-78,9,I76IK_316P1,Escherichia coli 20574/C,MICb,2,-,2025-12-20_22:00:59
2308,73-78,9,I76IK_316P1,Escherichia coli 20574/C,MICb,3,-,2025-12-20_22:00:59
2309,73-78,9,I76IK_316P1,Escherichia coli 20574/C,gentamicin,1,-,2025-12-20_22:00:59
2310,73-78,10,I76IK_316P1,Pseudomonas aeruginosa R,MIC,1,None,2025-12-20_22:00:59
2311,73-78,10,I76IK_316P1,Pseudomonas aeruginosa R,MIC,2,None,2025-12-20_22:00:59
2312,73-78,10,I76IK_316P1,Pseudomonas aeruginosa R,MIC,3,None,2025-12-20_22:00:59
2313,73-78,10,I76IK_316P1,Pseudomonas aeruginosa R,MBC,1,None,2025-12-20_22:00:59
2314,73-78,10,I76IK_316P1,Pseudomonas aeruginosa R,MBC,2,None,2025-12-20_22:00:59
2315,73-78,10,I76IK_316P1,Pseudomonas aeruginosa R,MBC,3,None,2025-12-20_22:00:59
2316,73-78,10,I76IK_316P1,Pseudomonas aeruginosa R,MICb,1,-,2025-12-20_22:00:59
2317,73-78,10,I76IK_316P1,Pseudomonas aeruginosa R,MICb,2,-,2025-12-20_22:00:59
2318,73-78,10,I76IK_316P1,Pseudomonas aeruginosa R,MICb,3,-,2025-12-20_22:00:59
2319,73-78,10,I76IK_316P1,Pseudomonas aeruginosa R,gentamicin,1,-,2025-12-20_22:00:59
2320,73-78,11,I76IK_316P1,Proteus mirabilis 16585/B,MIC,1,None,2025-12-20_22:00:59
2321,73-78,11,I76IK_316P1,Proteus mirabilis 16585/B,MIC,2,None,2025-12-20_22:00:59
2322,73-78,11,I76IK_316P1,Proteus mirabilis 16585/B,MIC,3,None,2025-12-20_22:00:59
2323,73-78,11,I76IK_316P1,Proteus mirabilis 16585/B,MBC,1,None,2025-12-20_22:00:59
2324,73-78,11,I76IK_316P1,Proteus mirabilis 16585/B,MBC,2,None,2025-12-20_22:00:59
2325,73-78,11,I76IK_316P1,Proteus mirabilis 16585/B,MBC,3,None,2025-12-20_22:00:59
2326,73-78,11,I76IK_316P1,Proteus mirabilis 16585/B,MICb,1,-,2025-12-20_22:00:59
2327,73-78,11,I76IK_316P1,Proteus mirabilis 16585/B,MICb,2,-,2025-12-20_22:00:59
2328,73-78,11,I76IK_316P1,Proteus mirabilis 16585/B,MICb,3,-,2025-12-20_22:00:59
2329,73-78,11,I76IK_316P1,Proteus mirabilis 16585/B,gentamicin,1,-,2025-12-20_22:00:59
2330,73-78,12,I76IK_316P1,Escherichia coli NCTC 13846 = CCM 8874 (COL R),MIC,1,None,2025-12-20_22:00:59
2331,73-78,12,I76IK_316P1,Escherichia coli NCTC 13846 = CCM 8874 (COL R),MIC,2,None,2025-12-20_22:00:59
2332,73-78,12,I76IK_316P1,Escherichia coli NCTC 13846 = CCM 8874 (COL R),MIC,3,None,2025-12-20_22:00:59
2333,73-78,12,I76IK_316P1,Escherichia coli NCTC 13846 = CCM 8874 (COL R),MBC,1,None,2025-12-20_22:00:59
2334,73-78,12,I76IK_316P1,Escherichia coli NCTC 13846 = CCM 8874 (COL R),MBC,2,None,2025-12-20_22:00:59
2335,73-78,12,I76IK_316P1,Escherichia coli NCTC 13846 = CCM 8874 (COL R),MBC,3,None,2025-12-20_22:00:59
2336,73-78,12,I76IK_316P1,Escherichia coli NCTC 13846 = CCM 8874 (COL R),MICb,1,-,2025-12-20_22:00:59
2337,73-78,12,I76IK_316P1,Escherichia coli NCTC 13846 = CCM 8874 (COL R),MICb,2,-,2025-12-20_22:00:59
2338,73-78,12,I76IK_316P1,Escherichia coli NCTC 13846 = CCM 8874 (COL R),MICb,3,-,2025-12-20_22:00:59
2339,73-78,12,I76IK_316P1,Escherichia coli NCTC 13846 = CCM 8874 (COL R),gentamicin,1,-,2025-12-20_22:00:59
2340,73-78,13,I76IK_316P1,Klebsiella pneumoniae NCTC 13438 (KPC-3),MIC,1,None,2025-12-20_22:00:59
2341,73-78,13,I76IK_316P1,Klebsiella pneumoniae NCTC 13438 (KPC-3),MIC,2,None,2025-12-20_22:00:59
2342,73-78,13,I76IK_316P1,Klebsiella pneumoniae NCTC 13438 (KPC-3),MIC,3,None,2025-12-20_22:00:59
2343,73-78,13,I76IK_316P1,Klebsiella pneumoniae NCTC 13438 (KPC-3),MBC,1,None,2025-12-20_22:00:59
2344,73-78,13,I76IK_316P1,Klebsiella pneumoniae NCTC 13438 (KPC-3),MBC,2,None,2025-12-20_22:00:59
2345,73-78,13,I76IK_316P1,Klebsiella pneumoniae NCTC 13438 (KPC-3),MBC,3,None,2025-12-20_22:00:59
2346,73-78,13,I76IK_316P1,Klebsiella pneumoniae NCTC 13438 (KPC-3),MICb,1,-,2025-12-20_22:00:59
2347,73-78,13,I76IK_316P1,Klebsiella pneumoniae NCTC 13438 (KPC-3),MICb,2,-,2025-12-20_22:00:59
2348,73-78,13,I76IK_316P1,Klebsiella pneumoniae NCTC 13438 (KPC-3),MICb,3,-,2025-12-20_22:00:59
2349,73-78,13,I76IK_316P1,Klebsiella pneumoniae NCTC 13438 (KPC-3),gentamicin,1,-,2025-12-20_22:00:59
2350,73-78,14,I76IK_316P1,Klebsiella pneumoniae NCTC 13443 (NDM-1),MIC,1,None,2025-12-20_22:00:59
