,sheet,row_id,code,pathogen,activity,item,item_value,timestamp
1662,25-30,8,I76IK_221P1,Escherichia coli CE5556 ,MIC,3,16,2025-12-20_22:00:59
1663,25-30,8,I76IK_221P1,Escherichia coli CE5556 ,MBC,1,16,2025-12-20_22:00:59
1664,25-30,8,I76IK_221P1,Escherichia coli CE5556 ,MBC,2,16,2025-12-20_22:00:59
1665,25-30,8,I76IK_221P1,Escherichia coli CE5556 ,MBC,3,16,2025-12-20_22:00:59
1666,25-30,8,I76IK_221P1,Escherichia coli CE5556 ,MICb,1,-,2025-12-20_22:00:59
1667,25-30,8,I76IK_221P1,Escherichia coli CE5556 ,MICb,2,-,2025-12-20_22:00:59
1668,25-30,8,I76IK_221P1,Escherichia coli CE5556 ,MICb,3,-,2025-12-20_22:00:59
1669,25-30,8,I76IK_221P1,Escherichia coli CE5556 ,gentamicin,1,-,2025-12-20_22:00:59
1670,25-30,9,I76IK_221P1,Escherichia coli 20574/C,MIC,1,32,2025-12-20_22:00:59
1671,25-30,9,I76IK_221P1,Escherichia coli 20574/C,MIC,2,32,2025-12-20_22:00:59
1672,25-30,9,I76IK_221P1,Escherichia coli 20574/C,MIC,3,64,2025-12-20_22:00:59
1673,25-30,9,I76IK_221P1,Escherichia coli 20574/C,MBC,1,128,2025-12-20_22:00:59
1674,25-30,9,I76IK_221P1,Escherichia coli 20574/C,MBC,2,>128,2025-12-20_22:00:59
1675,25-30,9,I76IK_221P1,Escherichia coli 20574/C,MBC,3,>128,2025-12-20_22:00:59
1676,25-30,9,I76IK_221P1,Escherichia coli 20574/C,MICb,1,-,2025-12-20_22:00:59
1677,25-30,9,I76IK_221P1,Escherichia coli 20574/C,MICb,2,-,2025-12-20_22:00:59
1678,25-30,9,I76IK_221P1,Escherichia coli 20574/C,MICb,3,-,2025-12-20_22:00:59
1679,25-30,9,I76IK_221P1,Escherichia coli 20574/C,gentamicin,1,-,2025-12-20_22:00:59
1680,25-30,10,I76IK_221P1,Pseudomonas aeruginosa R,MIC,1,16,2025-12-20_22:00:59
1681,25-30,10,I76IK_221P1,Pseudomonas aeruginosa R,MIC,2,16,2025-12-20_22:00:59
1682,25-30,10,I76IK_221P1,Pseudomonas aeruginosa R,MIC,3,32,2025-12-20_22:00:59
1683,25-30,10,I76IK_221P1,Pseudomonas aeruginosa R,MBC,1,64,2025-12-20_22:00:59
1684,25-30,10,I76IK_221P1,Pseudomonas aeruginosa R,MBC,2,64,2025-12-20_22:00:59
1685,25-30,10,I76IK_221P1,Pseudomonas aeruginosa R,MBC,3,64,2025-12-20_22:00:59
1686,25-30,10,I76IK_221P1,Pseudomonas aeruginosa R,MICb,1,-,2025-12-20_22:00:59
1687,25-30,10,I76IK_221P1,Pseudomonas aeruginosa R,MICb,2,-,2025-12-20_22:00:59
1688,25-30,10,I76IK_221P1,Pseudomonas aeruginosa R,MICb,3,-,2025-12-20_22:00:59
1689,25-30,10,I76IK_221P1,Pseudomonas aeruginosa R,gentamicin,1,-,2025-12-20_22:00:59
1690,25-30,11,I76IK_221P1,Proteus mirabilis 16585/B,MIC,1,>128,2025-12-20_22:00:59
1691,25-30,11,I76IK_221P1,Proteus mirabilis 16585/B,MIC,2,>128,2025-12-20_22:00:59
1692,25-30,11,I76IK_221P1,Proteus mirabilis 16585/B,MIC,3,>128,2025-12-20_22:00:59
1693,25-30,11,I76IK_221P1,Proteus mirabilis 16585/B,MBC,1,>128,2025-12-20_22:00:59
1694,25-30,11,I76IK_221P1,Proteus mirabilis 16585/B,MBC,2,>128,2025-12-20_22:00:59
1695,25-30,11,I76IK_221P1,Proteus mirabilis 16585/B,MBC,3,>128,2025-12-20_22:00:59
1696,25-30,11,I76IK_221P1,Proteus mirabilis 16585/B,MICb,1,-,2025-12-20_22:00:59
1697,25-30,11,I76IK_221P1,Proteus mirabilis 16585/B,MICb,2,-,2025-12-20_22:00:59
1698,25-30,11,I76IK_221P1,Proteus mirabilis 16585/B,MICb,3,-,2025-12-20_22:00:59
1699,25-30,11,I76IK_221P1,Proteus mirabilis 16585/B,gentamicin,1,-,2025-12-20_22:00:59
1700,25-30,12,I76IK_221P1,Escherichia coli NCTC 13846 = CCM 8874 (COL R),MIC,1,8,2025-12-20_22:00:59
1701,25-30,12,I76IK_221P1,Escherichia coli NCTC 13846 = CCM 8874 (COL R),MIC,2,8,2025-12-20_22:00:59
1702,25-30,12,I76IK_221P1,Escherichia coli NCTC 13846 = CCM 8874 (COL R),MIC,3,8,2025-12-20_22:00:59
1703,25-30,12,I76IK_221P1,Escherichia coli NCTC 13846 = CCM 8874 (COL R),MBC,1,8,2025-12-20_22:00:59
1704,25-30,12,I76IK_221P1,Escherichia coli NCTC 13846 = CCM 8874 (COL R),MBC,2,8,2025-12-20_22:00:59
1705,25-30,12,I76IK_221P1,Escherichia coli NCTC 13846 = CCM 8874 (COL R),MBC,3,8,2025-12-20_22:00:59
1706,25-30,12,I76IK_221P1,Escherichia coli NCTC 13846 = CCM 8874 (COL R),MICb,1,-,2025-12-20_22:00:59
1707,25-30,12,I76IK_221P1,Escherichia coli NCTC 13846 = CCM 8874 (COL R),MICb,2,-,2025-12-20_22:00:59
1708,25-30,12,I76IK_221P1,Escherichia coli NCTC 13846 = CCM 8874 (COL R),MICb,3,-,2025-12-20_22:00:59
1709,25-30,12,I76IK_221P1,Escherichia coli NCTC 13846 = CCM 8874 (COL R),gentamicin,1,-,2025-12-20_22:00:59
1710,25-30,13,I76IK_221P1,Klebsiella pneumoniae NCTC 13438 (KPC-3),MIC,1,>128,2025-12-20_22:00:59
1711,25-30,13,I76IK_221P1,Klebsiella pneumoniae NCTC 13438 (KPC-3),MIC,2,>128,2025-12-20_22:00:59
1712,25-30,13,I76IK_221P1,Klebsiella pneumoniae NCTC 13438 (KPC-3),MIC,3,>128,2025-12-20_22:00:59
1713,25-30,13,I76IK_221P1,Klebsiella pneumoniae NCTC 13438 (KPC-3),MBC,1,>128,2025-12-20_22:00:59
1714,25-30,13,I76IK_221P1,Klebsiella pneumoniae NCTC 13438 (KPC-3),MBC,2,>128,2025-12-20_22:00:59
1715,25-30,13,I76IK_221P1,Klebsiella pneumoniae NCTC 13438 (KPC-3),MBC,3,>128,2025-12-20_22:00:59
1716,25-30,13,I76IK_221P1,Klebsiella pneumoniae NCTC 13438 (KPC-3),MICb,1,-,2025-12-20_22:00:59
1717,25-30,13,I76IK_221P1,Klebsiella pneumoniae NCTC 13438 (KPC-3),MICb,2,-,2025-12-20_22:00:59
1718,25-30,13,I76IK_221P1,Klebsiella pneumoniae NCTC 13438 (KPC-3),MICb,3,-,2025-12-20_22:00:59
1719,25-30,13,I76IK_221P1,Klebsiella pneumoniae NCTC 13438 (KPC-3),gentamicin,1,-,2025-12-20_22:00:59
1720,25-30,14,I76IK_221P1,Klebsiella pneumoniae NCTC 13443 (NDM-1),MIC,1,>128,2025-12-20_22:00:59
1721,25-30,14,I76IK_221P1,Klebsiella pneumoniae NCTC 13443 (NDM-1),MIC,2,>128,2025-12-20_22:00:59
1722,25-30,14,I76IK_221P1,Klebsiella pneumoniae NCTC 13443 (NDM-1),MIC,3,>128,2025-12-20_22:00:59
1723,25-30,14,I76IK_221P1,Klebsiella pneumoniae NCTC 13443 (NDM-1),MBC,1,>128,2025-12-20_22:00:59
1724,25-30,14,I76IK_221P1,Klebsiella pneumoniae NCTC 13443 (NDM-1),MBC,2,>128,2025-12-20_22:00:59
1725,25-30,14,I76IK_221P1,Klebsiella pneumoniae NCTC 13443 (NDM-1),MBC,3,>128,2025-12-20_22:00:59
1726,25-30,14,I76IK_221P1,Klebsiella pneumoniae NCTC 13443 (NDM-1),MICb,1,-,2025-12-20_22:00:59
1727,25-30,14,I76IK_221P1,Klebsiella pneumoniae NCTC 13443 (NDM-1),MICb,2,-,2025-12-20_22:00:59
1728,25-30,14,I76IK_221P1,Klebsiella pneumoniae NCTC 13443 (NDM-1),MICb,3,-,2025-12-20_22:00:59
1729,25-30,14,I76IK_221P1,Klebsiella pneumoniae NCTC 13443 (NDM-1),gentamicin,1,-,2025-12-20_22:00:59
1730,25-30,15,I76IK_221P1,Acinetobacter baumannii NCTC 13301 (OXA-23 + OXA-51-like),MIC,1,>128,2025-12-20_22:00:59
1731,25-30,15,I76IK_221P1,Acinetobacter baumannii NCTC 13301 (OXA-23 + OXA-51-like),MIC,2,>128,2025-12-20_22:00:59
1732,25-30,15,I76IK_221P1,Acinetobacter baumannii NCTC 13301 (OXA-23 + OXA-51-like),MIC,3,>128,2025-12-20_22:00:59
1733,25-30,15,I76IK_221P1,Acinetobacter baumannii NCTC 13301 (OXA-23 + OXA-51-like),MBC,1,>128,2025-12-20_22:00:59
1734,25-30,15,I76IK_221P1,Acinetobacter baumannii NCTC 13301 (OXA-23 + OXA-51-like),MBC,2,>128,2025-12-20_22:00:59
1735,25-30,15,I76IK_221P1,Acinetobacter baumannii NCTC 13301 (OXA-23 + OXA-51-like),MBC,3,>128,2025-12-20_22:00:59
1736,25-30,15,I76IK_221P1,Acinetobacter baumannii NCTC 13301 (OXA-23 + OXA-51-like),MICb,1,-,2025-12-20_22:00:59
1737,25-30,15,I76IK_221P1,Acinetobacter baumannii NCTC 13301 (OXA-23 + OXA-51-like),MICb,2,-,2025-12-20_22:00:59
1738,25-30,15,I76IK_221P1,Acinetobacter baumannii NCTC 13301 (OXA-23 + OXA-51-like),MICb,3,-,2025-12-20_22:00:59
1739,25-30,15,I76IK_221P1,Acinetobacter baumannii NCTC 13301 (OXA-23 + OXA-51-like),gentamicin,1,-,2025-12-20_22:00:59
1740,25-30,16,I76IK_221P1,Candida albicans ATCC 90028 = CCM 8161,MIC,1,32,2025-12-20_22:00:59
1741,25-30,16,I76IK_221P1,Candida albicans ATCC 90028 = CCM 8161,MIC,2,32,2025-12-20_22:00:59
1742,25-30,16,I76IK_221P1,Candida albicans ATCC 90028 = CCM 8161,MIC,3,32,2025-12-20_22:00:59
1743,25-30,16,I76IK_221P1,Candida albicans ATCC 90028 = CCM 8161,MBC,1,32,2025-12-20_22:00:59
1744,25-30,16,I76IK_221P1,Candida albicans ATCC 90028 = CCM 8161,MBC,2,32,2025-12-20_22:00:59
1745,25-30,16,I76IK_221P1,Candida albicans ATCC 90028 = CCM 8161,MBC,3,32,2025-12-20_22:00:59
1746,25-30,16,I76IK_221P1,Candida albicans ATCC 90028 = CCM 8161,MICb,1,-,2025-12-20_22:00:59
1747,25-30,16,I76IK_221P1,Candida albicans ATCC 90028 = CCM 8161,MICb,2,-,2025-12-20_22:00:59
1748,25-30,16,I76IK_221P1,Candida albicans ATCC 90028 = CCM 8161,MICb,3,-,2025-12-20_22:00:59
1749,25-30,16,I76IK_221P1,Candida albicans ATCC 90028 = CCM 8161,gentamicin,1,-,2025-12-20_22:00:59
1750,25-30,1,I76MP_157P3,Staphylococcus aureus ATCC 29213 = CCM 4223,MIC,1,>128,2025-12-20_22:00:59
1751,25-30,1,I76MP_157P3,Staphylococcus aureus ATCC 29213 = CCM 4223,MIC,2,>128,2025-12-20_22:00:59
1752,25-30,1,I76MP_157P3,Staphylococcus aureus ATCC 29213 = CCM 4223,MIC,3,>128,2025-12-20_22:00:59
1753,25-30,1,I76MP_157P3,Staphylococcus aureus ATCC 29213 = CCM 4223,MBC,1,>128,2025-12-20_22:00:59
1754,25-30,1,I76MP_157P3,Staphylococcus aureus ATCC 29213 = CCM 4223,MBC,2,>128,2025-12-20_22:00:59
1755,25-30,1,I76MP_157P3,Staphylococcus aureus ATCC 29213 = CCM 4223,MBC,3,>128,2025-12-20_22:00:59
1756,25-30,1,I76MP_157P3,Staphylococcus aureus ATCC 29213 = CCM 4223,MICb,1,>128,2025-12-20_22:00:59
1757,25-30,1,I76MP_157P3,Staphylococcus aureus ATCC 29213 = CCM 4223,MICb,2,>128,2025-12-20_22:00:59
1758,25-30,1,I76MP_157P3,Staphylococcus aureus ATCC 29213 = CCM 4223,MICb,3,>128,2025-12-20_22:00:59
1759,25-30,1,I76MP_157P3,Staphylococcus aureus ATCC 29213 = CCM 4223,gentamicin,1,0.5,2025-12-20_22:00:59
1760,25-30,2,I76MP_157P3,Enterococcus faecalis ATCC 29212 = CCM 4224,MIC,1,>128,2025-12-20_22:00:59
1761,25-30,2,I76MP_157P3,Enterococcus faecalis ATCC 29212 = CCM 4224,MIC,2,>128,2025-12-20_22:00:59
1762,25-30,2,I76MP_157P3,Enterococcus faecalis ATCC 29212 = CCM 4224,MIC,3,>128,2025-12-20_22:00:59
1763,25-30,2,I76MP_157P3,Enterococcus faecalis ATCC 29212 = CCM 4224,MBC,1,>128,2025-12-20_22:00:59
1764,25-30,2,I76MP_157P3,Enterococcus faecalis ATCC 29212 = CCM 4224,MBC,2,>128,2025-12-20_22:00:59
1765,25-30,2,I76MP_157P3,Enterococcus faecalis ATCC 29212 = CCM 4224,MBC,3,>128,2025-12-20_22:00:59
1766,25-30,2,I76MP_157P3,Enterococcus faecalis ATCC 29212 = CCM 4224,MICb,1,>128,2025-12-20_22:00:59
1767,25-30,2,I76MP_157P3,Enterococcus faecalis ATCC 29212 = CCM 4224,MICb,2,>128,2025-12-20_22:00:59
1768,25-30,2,I76MP_157P3,Enterococcus faecalis ATCC 29212 = CCM 4224,MICb,3,>128,2025-12-20_22:00:59
1769,25-30,2,I76MP_157P3,Enterococcus faecalis ATCC 29212 = CCM 4224,gentamicin,1,1,2025-12-20_22:00:59
1770,25-30,3,I76MP_157P3,Escherichia coli ATCC 25922 = CCM 3954,MIC,1,128,2025-12-20_22:00:59
1771,25-30,3,I76MP_157P3,Escherichia coli ATCC 25922 = CCM 3954,MIC,2,128,2025-12-20_22:00:59
1772,25-30,3,I76MP_157P3,Escherichia coli ATCC 25922 = CCM 3954,MIC,3,128,2025-12-20_22:00:59
1773,25-30,3,I76MP_157P3,Escherichia coli ATCC 25922 = CCM 3954,MBC,1,128,2025-12-20_22:00:59
1774,25-30,3,I76MP_157P3,Escherichia coli ATCC 25922 = CCM 3954,MBC,2,128,2025-12-20_22:00:59
1775,25-30,3,I76MP_157P3,Escherichia coli ATCC 25922 = CCM 3954,MBC,3,128,2025-12-20_22:00:59
1776,25-30,3,I76MP_157P3,Escherichia coli ATCC 25922 = CCM 3954,MICb,1,64,2025-12-20_22:00:59
1777,25-30,3,I76MP_157P3,Escherichia coli ATCC 25922 = CCM 3954,MICb,2,64,2025-12-20_22:00:59
1778,25-30,3,I76MP_157P3,Escherichia coli ATCC 25922 = CCM 3954,MICb,3,64,2025-12-20_22:00:59
1779,25-30,3,I76MP_157P3,Escherichia coli ATCC 25922 = CCM 3954,gentamicin,1,-,2025-12-20_22:00:59
1780,25-30,4,I76MP_157P3,Pseudomonas aeruginosa ATCC 27853 = CCM 3955,MIC,1,>128,2025-12-20_22:00:59
1781,25-30,4,I76MP_157P3,Pseudomonas aeruginosa ATCC 27853 = CCM 3955,MIC,2,>128,2025-12-20_22:00:59
1782,25-30,4,I76MP_157P3,Pseudomonas aeruginosa ATCC 27853 = CCM 3955,MIC,3,>128,2025-12-20_22:00:59
1783,25-30,4,I76MP_157P3,Pseudomonas aeruginosa ATCC 27853 = CCM 3955,MBC,1,>128,2025-12-20_22:00:59
1784,25-30,4,I76MP_157P3,Pseudomonas aeruginosa ATCC 27853 = CCM 3955,MBC,2,>128,2025-12-20_22:00:59
1785,25-30,4,I76MP_157P3,Pseudomonas aeruginosa ATCC 27853 = CCM 3955,MBC,3,>128,2025-12-20_22:00:59
1786,25-30,4,I76MP_157P3,Pseudomonas aeruginosa ATCC 27853 = CCM 3955,MICb,1,>128,2025-12-20_22:00:59
1787,25-30,4,I76MP_157P3,Pseudomonas aeruginosa ATCC 27853 = CCM 3955,MICb,2,>128,2025-12-20_22:00:59
1788,25-30,4,I76MP_157P3,Pseudomonas aeruginosa ATCC 27853 = CCM 3955,MICb,3,>128,2025-12-20_22:00:59
1789,25-30,4,I76MP_157P3,Pseudomonas aeruginosa ATCC 27853 = CCM 3955,gentamicin,1,-,2025-12-20_22:00:59
1790,25-30,5,I76MP_157P3,Staphylococcus epidermidis CCM 7221,MIC,1,64,2025-12-20_22:00:59
1791,25-30,5,I76MP_157P3,Staphylococcus epidermidis CCM 7221,MIC,2,128,2025-12-20_22:00:59
1792,25-30,5,I76MP_157P3,Staphylococcus epidermidis CCM 7221,MIC,3,128,2025-12-20_22:00:59
1793,25-30,5,I76MP_157P3,Staphylococcus epidermidis CCM 7221,MBC,1,>128,2025-12-20_22:00:59
1794,25-30,5,I76MP_157P3,Staphylococcus epidermidis CCM 7221,MBC,2,>128,2025-12-20_22:00:59
1795,25-30,5,I76MP_157P3,Staphylococcus epidermidis CCM 7221,MBC,3,>128,2025-12-20_22:00:59
1796,25-30,5,I76MP_157P3,Staphylococcus epidermidis CCM 7221,MICb,1,-,2025-12-20_22:00:59
1797,25-30,5,I76MP_157P3,Staphylococcus epidermidis CCM 7221,MICb,2,-,2025-12-20_22:00:59
1798,25-30,5,I76MP_157P3,Staphylococcus epidermidis CCM 7221,MICb,3,-,2025-12-20_22:00:59
1799,25-30,5,I76MP_157P3,Staphylococcus epidermidis CCM 7221,gentamicin,1,-,2025-12-20_22:00:59
1800,25-30,6,I76MP_157P3,Staphylococcus aureus 4591,MIC,1,>128,2025-12-20_22:00:59
1801,25-30,6,I76MP_157P3,Staphylococcus aureus 4591,MIC,2,>128,2025-12-20_22:00:59
1802,25-30,6,I76MP_157P3,Staphylococcus aureus 4591,MIC,3,>128,2025-12-20_22:00:59
1803,25-30,6,I76MP_157P3,Staphylococcus aureus 4591,MBC,1,>128,2025-12-20_22:00:59
1804,25-30,6,I76MP_157P3,Staphylococcus aureus 4591,MBC,2,>128,2025-12-20_22:00:59
1805,25-30,6,I76MP_157P3,Staphylococcus aureus 4591,MBC,3,>128,2025-12-20_22:00:59
1806,25-30,6,I76MP_157P3,Staphylococcus aureus 4591,MICb,1,-,2025-12-20_22:00:59
1807,25-30,6,I76MP_157P3,Staphylococcus aureus 4591,MICb,2,-,2025-12-20_22:00:59
1808,25-30,6,I76MP_157P3,Staphylococcus aureus 4591,MICb,3,-,2025-12-20_22:00:59
1809,25-30,6,I76MP_157P3,Staphylococcus aureus 4591,gentamicin,1,-,2025-12-20_22:00:59
1810,25-30,7,I76MP_157P3,Enterococcus faecium 419/ANA ,MIC,1,>128,2025-12-20_22:00:59
1811,25-30,7,I76MP_157P3,Enterococcus faecium 419/ANA ,MIC,2,>128,2025-12-20_22:00:59
1812,25-30,7,I76MP_157P3,Enterococcus faecium 419/ANA ,MIC,3,>128,2025-12-20_22:00:59
1813,25-30,7,I76MP_157P3,Enterococcus faecium 419/ANA ,MBC,1,>128,2025-12-20_22:00:59
1814,25-30,7,I76MP_157P3,Enterococcus faecium 419/ANA ,MBC,2,>128,2025-12-20_22:00:59
1815,25-30,7,I76MP_157P3,Enterococcus faecium 419/ANA ,MBC,3,>128,2025-12-20_22:00:59
1816,25-30,7,I76MP_157P3,Enterococcus faecium 419/ANA ,MICb,1,-,2025-12-20_22:00:59
1817,25-30,7,I76MP_157P3,Enterococcus faecium 419/ANA ,MICb,2,-,2025-12-20_22:00:59
1818,25-30,7,I76MP_157P3,Enterococcus faecium 419/ANA ,MICb,3,-,2025-12-20_22:00:59
1819,25-30,7,I76MP_157P3,Enterococcus faecium 419/ANA ,gentamicin,1,-,2025-12-20_22:00:59
1820,25-30,8,I76MP_157P3,Escherichia coli CE5556 ,MIC,1,>128,2025-12-20_22:00:59
1821,25-30,8,I76MP_157P3,Escherichia coli CE5556 ,MIC,2,>128,2025-12-20_22:00:59
1822,25-30,8,I76MP_157P3,Escherichia coli CE5556 ,MIC,3,>128,2025-12-20_22:00:59
1823,25-30,8,I76MP_157P3,Escherichia coli CE5556 ,MBC,1,>128,2025-12-20_22:00:59
1824,25-30,8,I76MP_157P3,Escherichia coli CE5556 ,MBC,2,>128,2025-12-20_22:00:59
1825,25-30,8,I76MP_157P3,Escherichia coli CE5556 ,MBC,3,>128,2025-12-20_22:00:59
1826,25-30,8,I76MP_157P3,Escherichia coli CE5556 ,MICb,1,-,2025-12-20_22:00:59
1827,25-30,8,I76MP_157P3,Escherichia coli CE5556 ,MICb,2,-,2025-12-20_22:00:59
1828,25-30,8,I76MP_157P3,Escherichia coli CE5556 ,MICb,3,-,2025-12-20_22:00:59
1829,25-30,8,I76MP_157P3,Escherichia coli CE5556 ,gentamicin,1,-,2025-12-20_22:00:59
1830,25-30,9,I76MP_157P3,Escherichia coli 20574/C,MIC,1,>128,2025-12-20_22:00:59
1831,25-30,9,I76MP_157P3,Escherichia coli 20574/C,MIC,2,>128,2025-12-20_22:00:59
1832,25-30,9,I76MP_157P3,Escherichia coli 20574/C,MIC,3,>128,2025-12-20_22:00:59
1833,25-30,9,I76MP_157P3,Escherichia coli 20574/C,MBC,1,>128,2025-12-20_22:00:59
1834,25-30,9,I76MP_157P3,Escherichia coli 20574/C,MBC,2,>128,2025-12-20_22:00:59
1835,25-30,9,I76MP_157P3,Escherichia coli 20574/C,MBC,3,>128,2025-12-20_22:00:59
1836,25-30,9,I76MP_157P3,Escherichia coli 20574/C,MICb,1,-,2025-12-20_22:00:59
1837,25-30,9,I76MP_157P3,Escherichia coli 20574/C,MICb,2,-,2025-12-20_22:00:59
1838,25-30,9,I76MP_157P3,Escherichia coli 20574/C,MICb,3,-,2025-12-20_22:00:59
1839,25-30,9,I76MP_157P3,Escherichia coli 20574/C,gentamicin,1,-,2025-12-20_22:00:59
1840,25-30,10,I76MP_157P3,Pseudomonas aeruginosa R,MIC,1,>128,2025-12-20_22:00:59
1841,25-30,10,I76MP_157P3,Pseudomonas aeruginosa R,MIC,2,>128,2025-12-20_22:00:59
1842,25-30,10,I76MP_157P3,Pseudomonas aeruginosa R,MIC,3,>128,2025-12-20_22:00:59
1843,25-30,10,I76MP_157P3,Pseudomonas aeruginosa R,MBC,1,>128,2025-12-20_22:00:59
1844,25-30,10,I76MP_157P3,Pseudomonas aeruginosa R,MBC,2,>128,2025-12-20_22:00:59
1845,25-30,10,I76MP_157P3,Pseudomonas aeruginosa R,MBC,3,>128,2025-12-20_22:00:59
1846,25-30,10,I76MP_157P3,Pseudomonas aeruginosa R,MICb,1,-,2025-12-20_22:00:59
1847,25-30,10,I76MP_157P3,Pseudomonas aeruginosa R,MICb,2,-,2025-12-20_22:00:59
1848,25-30,10,I76MP_157P3,Pseudomonas aeruginosa R,MICb,3,-,2025-12-20_22:00:59
1849,25-30,10,I76MP_157P3,Pseudomonas aeruginosa R,gentamicin,1,-,2025-12-20_22:00:59
1850,25-30,11,I76MP_157P3,Proteus mirabilis 16585/B,MIC,1,128,2025-12-20_22:00:59
1851,25-30,11,I76MP_157P3,Proteus mirabilis 16585/B,MIC,2,128,2025-12-20_22:00:59
1852,25-30,11,I76MP_157P3,Proteus mirabilis 16585/B,MIC,3,128,2025-12-20_22:00:59
1853,25-30,11,I76MP_157P3,Proteus mirabilis 16585/B,MBC,1,128,2025-12-20_22:00:59
1854,25-30,11,I76MP_157P3,Proteus mirabilis 16585/B,MBC,2,128,2025-12-20_22:00:59
1855,25-30,11,I76MP_157P3,Proteus mirabilis 16585/B,MBC,3,128,2025-12-20_22:00:59
1856,25-30,11,I76MP_157P3,Proteus mirabilis 16585/B,MICb,1,-,2025-12-20_22:00:59
1857,25-30,11,I76MP_157P3,Proteus mirabilis 16585/B,MICb,2,-,2025-12-20_22:00:59
1858,25-30,11,I76MP_157P3,Proteus mirabilis 16585/B,MICb,3,-,2025-12-20_22:00:59
1859,25-30,11,I76MP_157P3,Proteus mirabilis 16585/B,gentamicin,1,-,2025-12-20_22:00:59
1860,25-30,12,I76MP_157P3,Escherichia coli NCTC 13846 = CCM 8874 (COL R),MIC,1,>128,2025-12-20_22:00:59
1861,25-30,12,I76MP_157P3,Escherichia coli NCTC 13846 = CCM 8874 (COL R),MIC,2,>128,2025-12-20_22:00:59
1862,25-30,12,I76MP_157P3,Escherichia coli NCTC 13846 = CCM 8874 (COL R),MIC,3,>128,2025-12-20_22:00:59
1863,25-30,12,I76MP_157P3,Escherichia coli NCTC 13846 = CCM 8874 (COL R),MBC,1,>128,2025-12-20_22:00:59
1864,25-30,12,I76MP_157P3,Escherichia coli NCTC 13846 = CCM 8874 (COL R),MBC,2,>128,2025-12-20_22:00:59
1865,25-30,12,I76MP_157P3,Escherichia coli NCTC 13846 = CCM 8874 (COL R),MBC,3,>128,2025-12-20_22:00:59
1866,25-30,12,I76MP_157P3,Escherichia coli NCTC 13846 = CCM 8874 (COL R),MICb,1,-,2025-12-20_22:00:59
1867,25-30,12,I76MP_157P3,Escherichia coli NCTC 13846 = CCM 8874 (COL R),MICb,2,-,2025-12-20_22:00:59
1868,25-30,12,I76MP_157P3,Escherichia coli NCTC 13846 = CCM 8874 (COL R),MICb,3,-,2025-12-20_22:00:59
1869,25-30,12,I76MP_157P3,Escherichia coli NCTC 13846 = CCM 8874 (COL R),gentamicin,1,-,2025-12-20_22:00:59
1870,25-30,13,I76MP_157P3,Klebsiella pneumoniae NCTC 13438 (KPC-3),MIC,1,>128,2025-12-20_22:00:59
1871,25-30,13,I76MP_157P3,Klebsiella pneumoniae NCTC 13438 (KPC-3),MIC,2,>128,2025-12-20_22:00:59
1872,25-30,13,I76MP_157P3,Klebsiella pneumoniae NCTC 13438 (KPC-3),MIC,3,>128,2025-12-20_22:00:59
1873,25-30,13,I76MP_157P3,Klebsiella pneumoniae NCTC 13438 (KPC-3),MBC,1,>128,2025-12-20_22:00:59
1874,25-30,13,I76MP_157P3,Klebsiella pneumoniae NCTC 13438 (KPC-3),MBC,2,>128,2025-12-20_22:00:59
1875,25-30,13,I76MP_157P3,Klebsiella pneumoniae NCTC 13438 (KPC-3),MBC,3,>128,2025-12-20_22:00:59
1876,25-30,13,I76MP_157P3,Klebsiella pneumoniae NCTC 13438 (KPC-3),MICb,1,-,2025-12-20_22:00:59
1877,25-30,13,I76MP_157P3,Klebsiella pneumoniae NCTC 13438 (KPC-3),MICb,2,-,2025-12-20_22:00:59
1878,25-30,13,I76MP_157P3,Klebsiella pneumoniae NCTC 13438 (KPC-3),MICb,3,-,2025-12-20_22:00:59
1879,25-30,13,I76MP_157P3,Klebsiella pneumoniae NCTC 13438 (KPC-3),gentamicin,1,-,2025-12-20_22:00:59
1880,25-30,14,I76MP_157P3,Klebsiella pneumoniae NCTC 13443 (NDM-1),MIC,1,>128,2025-12-20_22:00:59
1881,25-30,14,I76MP_157P3,Klebsiella pneumoniae NCTC 13443 (NDM-1),MIC,2,>128,2025-12-20_22:00:59
1882,25-30,14,I76MP_157P3,Klebsiella pneumoniae NCTC 13443 (NDM-1),MIC,3,>128,2025-12-20_22:00:59
1883,25-30,14,I76MP_157P3,Klebsiella pneumoniae NCTC 13443 (NDM-1),MBC,1,>128,2025-12-20_22:00:59
1884,25-30,14,I76MP_157P3,Klebsiella pneumoniae NCTC 13443 (NDM-1),MBC,2,>128,2025-12-20_22:00:59
1885,25-30,14,I76MP_157P3,Klebsiella pneumoniae NCTC 13443 (NDM-1),MBC,3,>128,2025-12-20_22:00:59
1886,25-30,14,I76MP_157P3,Klebsiella pneumoniae NCTC 13443 (NDM-1),MICb,1,-,2025-12-20_22:00:59
1887,25-30,14,I76MP_157P3,Klebsiella pneumoniae NCTC 13443 (NDM-1),MICb,2,-,2025-12-20_22:00:59
1888,25-30,14,I76MP_157P3,Klebsiella pneumoniae NCTC 13443 (NDM-1),MICb,3,-,2025-12-20_22:00:59
1889,25-30,14,I76MP_157P3,Klebsiella pneumoniae NCTC 13443 (NDM-1),gentamicin,1,-,2025-12-20_22:00:59
